Randomizer Version: 4.6.1
Random Seed: 185627346158531
Settings String: 322IwgkEQIBAAQABwAEAAKoJBkCKgEAKgAVCQABAAAAAAMAAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieSnhlLfjwziK

--Move Updates--
Made RAZOR WIND have 100% accuracy
Made SWORDS DANCE have 20 PP
Made FLY have 90 power
Made BIND have 85% accuracy
Made VINE WHIP have 45 power and 25 PP
Made JUMP KICK have 100 power and 10 PP
Made TACKLE have 40 power and 100% accuracy
Made WRAP have 90% accuracy
Made THRASH have 120 power and 10 PP
Made PIN MISSILE have 25 power and 95% accuracy
Made DISABLE have 100% accuracy
Made FLAMETHROWER have 90 power
Made HYDRO PUMP have 110 power
Made SURF have 90 power
Made ICE BEAM have 90 power
Made BLIZZARD have 110 power
Made SUBMISSION have 20 PP
Made LOW KICK have 100% accuracy
Made ABSORB have 25 PP
Made MEGA DRAIN have 15 PP
Made GROWTH have 20 PP
Made PETAL DANCE have 120 power and 10 PP
Made FIRE SPIN have 35 power and 85% accuracy
Made THUNDERBOLT have 90 power
Made THUNDER WAVE have 90% accuracy
Made THUNDER have 110 power
Made DIG have 80 power
Made TOXIC have 90% accuracy
Made RECOVER have 10 PP
Made MINIMIZE have 10 PP
Made BARRIER have 20 PP
Made LICK have 30 power
Made SMOG have 30 power
Made FIRE BLAST have 110 power
Made CLAMP have 15 PP and 85% accuracy
Made SKULL BASH have 130 power and 10 PP
Made HI JUMP KICK have 130 power and 10 PP
Made GLARE have 100% accuracy
Made POISON GAS have 90% accuracy
Made LEECH LIFE have 80 power and 10 PP
Made BUBBLE have 40 power
Made FLASH have 100% accuracy
Made PSYWAVE have 100% accuracy
Made ACID ARMOR have 20 PP
Made CRABHAMMER have 100 power and 90% accuracy
Made THIEF have 60 power and 25 PP
Made SNORE have 50 power
Made CURSE be GHOST-type
Made COTTON SPORE have 100% accuracy
Made SCARY FACE have 100% accuracy
Made ZAP CANNON have 120 power
Made BONE RUSH have 90% accuracy
Made OUTRAGE have 120 power and 10 PP
Made GIGA DRAIN have 75 power and 10 PP
Made SWAGGER have 85% accuracy
Made FURY CUTTER have 40 power
Made FUTURE SIGHT have 120 power, 10 PP and 100% accuracy
Made ROCK SMASH have 40 power
Made WHIRLPOOL have 35 power and 85% accuracy

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ITEM
#524 (TWINS LEA & PIA)@3B917 - HORSEA Lv35, TAUROS Lv35
#525 (TWINS LEA & PIA)@3B92F - SKIPLOOM Lv38, REMORAID Lv38
#526 ([POKé]FAN BEVERLY)@3B947 - MAGCARGO@BERRY Lv14
#527 ([POKé]FAN RUTH)@3B954 - JIGGLYPUFF@BERRY Lv17
#528 ([POKé]FAN BEVERLY)@3B95E - URSARING@BERRY Lv18
#529 ([POKé]FAN BEVERLY)@3B96B - WEEDLE@BERRY Lv30
#530 ([POKé]FAN GEORGIA)@3B978 - TENTACRUEL@BERRY Lv23, BULBASAUR@BERRY Lv23, OCTILLERY@BERRY Lv23, LICKITUNG@BERRY Lv28, OMANYTE@BERRY Lv23
#531 ([POKé]FAN JAIME)@3B991 - MAGBY@BERRY Lv16
#532 ([pk] TRAINER RED)@3B99C - MOLTRES Lv81, HITMONLEE Lv73, WEEZING Lv75, MOLTRES Lv77, TOGETIC Lv77, TAUROS Lv77
#533 (LEADER BLUE)@3B9C6 - PARASECT Lv56, RAPIDASH Lv54, MEWTWO Lv56, BELLOSSOM Lv58, FEAROW Lv58, BLISSEY Lv58
#534 (OFFICER KEITH)@3B9F1 - SLUGMA Lv17
#535 (OFFICER DIRK)@3B9FB - KAKUNA Lv14, FLAREON Lv14
#536 (ROCKET GRUNT)@3BA06 - GENGAR Lv9, URSARING Lv11
#537 (ROCKET GRUNT)@3BA12 - ELECTABUZZ Lv26
#538 (ROCKET GRUNT)@3BA1C - DODUO Lv25, XATU Lv25
#539 (ROCKET GRUNT)@3BA28 - POLITOED Lv21, BULBASAUR Lv23, MOLTRES Lv21, SLOWBRO Lv24
#540 (ROCKET GRUNT)@3BA38 - KINGLER Lv18, STARMIE Lv18
#541 (MYSTICALMAN EUSINE)@3BA4C - GLOOM Lv23, CLEFAIRY Lv23, GOLDEEN Lv25

--Static Pokemon--
LAPRAS => SCIZOR
ELECTRODE => SNEASEL
ELECTRODE(2) => SUNFLORA
ELECTRODE(3) => POLIWRATH
LUGIA => SUICUNE
GYARADOS => CYNDAQUIL
SUDOWOODO => WIGGLYTUFF
SNORLAX => CHARIZARD
HO-OH => ENTEI
SUICUNE => HO-OH
VOLTORB => PONYTA
GEODUDE => ELECTRODE
KOFFING => LICKITUNG
SHUCKLE => BULBASAUR
TYROGUE => TYRANITAR
TOGEPI (egg) => PRIMEAPE (egg)
SPEAROW => SMOOCHUM
EEVEE => KANGASKHAN
DRATINI => MURKROW
RAIKOU => MOLTRES
ENTEI => LUGIA
ABRA => PINECO
CUBONE => PIDGEY
WOBBUFFET => SPEAROW
PIKACHU => STARMIE
PORYGON => PORYGON2
LARVITAR => SUNKERN
PICHU (egg) => NIDOQUEEN (egg)
PICHU (egg)(2) => BAYLEEF (egg)
CLEFFA (egg) => OCTILLERY (egg)
CLEFFA (egg)(2) => GOLBAT (egg)
IGGLYBUFF (egg) => DEWGONG (egg)
IGGLYBUFF (egg)(2) => MARILL (egg)
SMOOCHUM (egg) => GYARADOS (egg)
SMOOCHUM (egg)(2) => TYPHLOSION (egg)
MAGBY (egg) => MACHOP (egg)
MAGBY (egg)(2) => TANGELA (egg)
ELEKID (egg) => VENONAT (egg)
ELEKID (egg)(2) => VILEPLUME (egg)
TYROGUE (egg) => POLIWAG (egg)
TYROGUE (egg)(2) => LARVITAR (egg)

--Wild Pokemon--
Set #1 - SPROUT TOWER Grass/Cave (rate=5)
GOLDEEN Lv3              HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
KINGDRA Lv4              HP 75  ATK 95  DEF 95  SPATK 95  SPDEF 95  SPEED 85 
KRABBY Lv5               HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 
VILEPLUME Lv3            HP 75  ATK 80  DEF 85  SPATK 100 SPDEF 90  SPEED 50 
HOUNDOOM Lv6             HP 75  ATK 90  DEF 50  SPATK 110 SPDEF 80  SPEED 95 
AMPHAROS Lv5             HP 90  ATK 75  DEF 75  SPATK 115 SPDEF 90  SPEED 55 
MUK Lv5                  HP 105 ATK 105 DEF 75  SPATK 65  SPDEF 100 SPEED 50 

Set #2 - SPROUT TOWER Grass/Cave (rate=5)
HOUNDOOM Lv3             HP 75  ATK 90  DEF 50  SPATK 110 SPDEF 80  SPEED 95 
KINGLER Lv4              HP 55  ATK 130 DEF 115 SPATK 50  SPDEF 50  SPEED 75 
EXEGGCUTE Lv5            HP 60  ATK 40  DEF 80  SPATK 60  SPDEF 45  SPEED 40 
GROWLITHE Lv3            HP 55  ATK 70  DEF 45  SPATK 70  SPDEF 50  SPEED 60 
KABUTO Lv6               HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
MEGANIUM Lv5             HP 80  ATK 82  DEF 100 SPATK 83  SPDEF 100 SPEED 80 
TYRANITAR Lv5            HP 100 ATK 134 DEF 110 SPATK 95  SPDEF 100 SPEED 61 

Set #3 - TIN TOWER Grass/Cave (rate=5)
NIDORAN♀ Lv20            HP 55  ATK 47  DEF 52  SPATK 40  SPDEF 40  SPEED 41 
WARTORTLE Lv21           HP 59  ATK 63  DEF 80  SPATK 65  SPDEF 80  SPEED 58 
PONYTA Lv22              HP 50  ATK 85  DEF 55  SPATK 65  SPDEF 65  SPEED 90 
SLOWBRO Lv22             HP 95  ATK 75  DEF 110 SPATK 100 SPDEF 80  SPEED 30 
DIGLETT Lv23             HP 10  ATK 55  DEF 25  SPATK 35  SPDEF 45  SPEED 95 
SLUGMA Lv24              HP 40  ATK 40  DEF 40  SPATK 70  SPDEF 40  SPEED 20 
NATU Lv24                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 

Set #4 - TIN TOWER Grass/Cave (rate=5)
ESPEON Lv20              HP 65  ATK 65  DEF 60  SPATK 130 SPDEF 95  SPEED 110
ONIX Lv21                HP 35  ATK 45  DEF 160 SPATK 30  SPDEF 45  SPEED 70 
SCIZOR Lv22              HP 70  ATK 130 DEF 100 SPATK 55  SPDEF 80  SPEED 65 
DODRIO Lv22              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100
VICTREEBEL Lv23          HP 80  ATK 105 DEF 65  SPATK 100 SPDEF 60  SPEED 70 
KABUTO Lv24              HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
ARTICUNO Lv24            HP 90  ATK 85  DEF 100 SPATK 95  SPDEF 125 SPEED 85 

Set #5 - TIN TOWER Grass/Cave (rate=5)
EXEGGUTOR Lv20           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
ARCANINE Lv21            HP 90  ATK 110 DEF 80  SPATK 100 SPDEF 80  SPEED 95 
SHUCKLE Lv22             HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
GOLBAT Lv22              HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
QUAGSIRE Lv23            HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
SKARMORY Lv24            HP 65  ATK 80  DEF 140 SPATK 40  SPDEF 70  SPEED 70 
ELECTABUZZ Lv24          HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105

Set #6 - TIN TOWER Grass/Cave (rate=5)
ARCANINE Lv20            HP 90  ATK 110 DEF 80  SPATK 100 SPDEF 80  SPEED 95 
TYPHLOSION Lv21          HP 78  ATK 84  DEF 78  SPATK 109 SPDEF 85  SPEED 100
HAUNTER Lv22             HP 45  ATK 50  DEF 45  SPATK 115 SPDEF 55  SPEED 95 
CYNDAQUIL Lv22           HP 39  ATK 52  DEF 43  SPATK 60  SPDEF 50  SPEED 65 
WOOPER Lv23              HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
DODUO Lv24               HP 35  ATK 85  DEF 45  SPATK 35  SPDEF 35  SPEED 75 
CLOYSTER Lv24            HP 50  ATK 95  DEF 180 SPATK 85  SPDEF 45  SPEED 70 

Set #7 - TIN TOWER Grass/Cave (rate=5)
TOGEPI Lv20              HP 35  ATK 20  DEF 65  SPATK 40  SPDEF 65  SPEED 20 
LICKITUNG Lv21           HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
OCTILLERY Lv22           HP 75  ATK 105 DEF 75  SPATK 105 SPDEF 75  SPEED 45 
SLOWKING Lv22            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
JUMPLUFF Lv23            HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
DEWGONG Lv24             HP 90  ATK 70  DEF 80  SPATK 70  SPDEF 95  SPEED 70 
RAPIDASH Lv24            HP 65  ATK 100 DEF 70  SPATK 80  SPDEF 80  SPEED 105

Set #8 - TIN TOWER Grass/Cave (rate=5)
NIDORINO Lv20            HP 61  ATK 72  DEF 57  SPATK 55  SPDEF 55  SPEED 65 
KANGASKHAN Lv21          HP 105 ATK 95  DEF 80  SPATK 40  SPDEF 80  SPEED 90 
SQUIRTLE Lv22            HP 44  ATK 48  DEF 65  SPATK 50  SPDEF 64  SPEED 43 
LAPRAS Lv22              HP 130 ATK 85  DEF 80  SPATK 85  SPDEF 95  SPEED 60 
CELEBI Lv23              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
JOLTEON Lv24             HP 65  ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 130
TOTODILE Lv24            HP 50  ATK 65  DEF 64  SPATK 44  SPDEF 48  SPEED 43 

Set #9 - TIN TOWER Grass/Cave (rate=5)
ARTICUNO Lv20            HP 90  ATK 85  DEF 100 SPATK 95  SPDEF 125 SPEED 85 
RAPIDASH Lv21            HP 65  ATK 100 DEF 70  SPATK 80  SPDEF 80  SPEED 105
WIGGLYTUFF Lv22          HP 140 ATK 70  DEF 45  SPATK 75  SPDEF 50  SPEED 45 
NATU Lv22                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
NIDORINA Lv23            HP 70  ATK 62  DEF 67  SPATK 55  SPDEF 55  SPEED 56 
TYROGUE Lv24             HP 35  ATK 35  DEF 35  SPATK 35  SPDEF 35  SPEED 35 
IGGLYBUFF Lv24           HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 

Set #10 - TIN TOWER Grass/Cave (rate=5)
CATERPIE Lv20            HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
EXEGGCUTE Lv21           HP 60  ATK 40  DEF 80  SPATK 60  SPDEF 45  SPEED 40 
JOLTEON Lv22             HP 65  ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 130
OMASTAR Lv22             HP 70  ATK 60  DEF 125 SPATK 115 SPDEF 70  SPEED 55 
SHUCKLE Lv23             HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
LEDYBA Lv24              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
ZUBAT Lv24               HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 

Set #11 - BURNED TOWER Grass/Cave (rate=10)
STEELIX Lv13             HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
MUK Lv14                 HP 105 ATK 105 DEF 75  SPATK 65  SPDEF 100 SPEED 50 
SEADRA Lv15              HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
LANTURN Lv14             HP 125 ATK 58  DEF 58  SPATK 76  SPDEF 76  SPEED 67 
AERODACTYL Lv15          HP 80  ATK 105 DEF 65  SPATK 60  SPDEF 75  SPEED 130
VOLTORB Lv15             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
QUILAVA Lv15             HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 

Set #12 - BURNED TOWER Grass/Cave (rate=15)
KINGDRA Lv14             HP 75  ATK 95  DEF 95  SPATK 95  SPDEF 95  SPEED 85 
DODRIO Lv14              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100
SEADRA Lv16              HP 55  ATK 65  DEF 95  SPATK 95  SPDEF 45  SPEED 85 
MEOWTH Lv15              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
FARFETCH'D Lv12          HP 52  ATK 65  DEF 55  SPATK 58  SPDEF 62  SPEED 60 
SNEASEL Lv16             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
PUPITAR Lv16             HP 70  ATK 84  DEF 70  SPATK 65  SPDEF 70  SPEED 51 

Set #13 - NATIONAL PARK Grass/Cave (rate=25)
MANKEY Lv12              HP 40  ATK 80  DEF 35  SPATK 35  SPDEF 45  SPEED 70 
PERSIAN Lv12             HP 65  ATK 70  DEF 60  SPATK 65  SPDEF 65  SPEED 115
CLOYSTER Lv14            HP 50  ATK 95  DEF 180 SPATK 85  SPDEF 45  SPEED 70 
SHUCKLE Lv13             HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
AIPOM Lv10               HP 55  ATK 70  DEF 55  SPATK 40  SPDEF 55  SPEED 85 
DRAGONITE Lv10           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 
MEOWTH Lv10              HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 

Set #14 - RUINS OF ALPH Grass/Cave (rate=10)
ODDISH Lv20              HP 45  ATK 50  DEF 55  SPATK 75  SPDEF 65  SPEED 30 
DEWGONG Lv22             HP 90  ATK 70  DEF 80  SPATK 70  SPDEF 95  SPEED 70 
DUGTRIO Lv18             HP 35  ATK 80  DEF 50  SPATK 50  SPDEF 70  SPEED 120
PIDGEOTTO Lv24           HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
SPINARAK Lv20            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
ESPEON Lv22              HP 65  ATK 65  DEF 60  SPATK 130 SPDEF 95  SPEED 110
VOLTORB Lv22             HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100

Set #15 - RUINS OF ALPH Grass/Cave (rate=15)
CUBONE Lv5               HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
OCTILLERY Lv5            HP 75  ATK 105 DEF 75  SPATK 105 SPDEF 75  SPEED 45 
SMOOCHUM Lv5             HP 45  ATK 30  DEF 15  SPATK 85  SPDEF 65  SPEED 65 
FLAAFFY Lv5              HP 70  ATK 55  DEF 55  SPATK 80  SPDEF 60  SPEED 45 
ZUBAT Lv5                HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
MACHOP Lv5               HP 70  ATK 80  DEF 50  SPATK 35  SPDEF 35  SPEED 35 
AERODACTYL Lv5           HP 80  ATK 105 DEF 65  SPATK 60  SPDEF 75  SPEED 130

Set #16 - UNION CAVE Grass/Cave (rate=15)
MARILL Lv6               HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
SENTRET Lv6              HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
QUILAVA Lv5              HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
PONYTA Lv4               HP 50  ATK 85  DEF 55  SPATK 65  SPDEF 65  SPEED 90 
GRAVELER Lv7             HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
WARTORTLE Lv6            HP 59  ATK 63  DEF 80  SPATK 65  SPDEF 80  SPEED 58 
MAGNETON Lv6             HP 50  ATK 60  DEF 95  SPATK 120 SPDEF 70  SPEED 70 

Set #17 - UNION CAVE Grass/Cave (rate=15)
WOOPER Lv8               HP 55  ATK 45  DEF 45  SPATK 25  SPDEF 25  SPEED 15 
DIGLETT Lv6              HP 10  ATK 55  DEF 25  SPATK 35  SPDEF 45  SPEED 95 
DITTO Lv8                HP 48  ATK 48  DEF 48  SPATK 48  SPDEF 48  SPEED 48 
PSYDUCK Lv8              HP 50  ATK 52  DEF 48  SPATK 65  SPDEF 50  SPEED 55 
GOLBAT Lv6               HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
URSARING Lv8             HP 90  ATK 130 DEF 75  SPATK 75  SPDEF 75  SPEED 55 
PORYGON Lv8              HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 

Set #18 - UNION CAVE Grass/Cave (rate=10)
LICKITUNG Lv22           HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LEDYBA Lv22              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
HAUNTER Lv22             HP 45  ATK 50  DEF 45  SPATK 115 SPDEF 55  SPEED 95 
WEEDLE Lv21              HP 40  ATK 35  DEF 30  SPATK 20  SPDEF 20  SPEED 50 
MACHOP Lv20              HP 70  ATK 80  DEF 50  SPATK 35  SPDEF 35  SPEED 35 
GOLDEEN Lv23             HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
TOGEPI Lv23              HP 35  ATK 20  DEF 65  SPATK 40  SPDEF 65  SPEED 20 

Set #19 - SLOWPOKE WELL Grass/Cave (rate=5)
GLOOM Lv5                HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
ODDISH Lv6               HP 45  ATK 50  DEF 55  SPATK 75  SPDEF 65  SPEED 30 
GEODUDE Lv7              HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
PORYGON2 Lv6             HP 85  ATK 80  DEF 90  SPATK 105 SPDEF 95  SPEED 60 
RAIKOU Lv8               HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
KABUTOPS Lv8             HP 60  ATK 115 DEF 105 SPATK 65  SPDEF 70  SPEED 80 
CLEFABLE Lv8             HP 95  ATK 70  DEF 73  SPATK 85  SPDEF 90  SPEED 60 

Set #20 - SLOWPOKE WELL Grass/Cave (rate=5)
STEELIX Lv21             HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
RAIKOU Lv23              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
MOLTRES Lv19             HP 90  ATK 100 DEF 90  SPATK 125 SPDEF 85  SPEED 90 
EXEGGCUTE Lv21           HP 60  ATK 40  DEF 80  SPATK 60  SPDEF 45  SPEED 40 
MEW Lv23                 HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
KINGLER Lv23             HP 55  ATK 130 DEF 115 SPATK 50  SPDEF 50  SPEED 75 
STARMIE Lv23             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115

Set #21 - ILEX FOREST Grass/Cave (rate=10)
HITMONCHAN Lv5           HP 50  ATK 105 DEF 79  SPATK 35  SPDEF 110 SPEED 76 
ELECTABUZZ Lv5           HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105
DODUO Lv7                HP 35  ATK 85  DEF 45  SPATK 35  SPDEF 35  SPEED 75 
QUILAVA Lv7              HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
DUGTRIO Lv7              HP 35  ATK 80  DEF 50  SPATK 50  SPDEF 70  SPEED 120
RATICATE Lv6             HP 55  ATK 81  DEF 60  SPATK 50  SPDEF 70  SPEED 97 
CHARMELEON Lv6           HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 

Set #22 - MT.MORTAR Grass/Cave (rate=15)
MAGIKARP Lv14            HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
JOLTEON Lv13             HP 65  ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 130
OCTILLERY Lv14           HP 75  ATK 105 DEF 75  SPATK 105 SPDEF 75  SPEED 45 
OCTILLERY Lv13           HP 75  ATK 105 DEF 75  SPATK 105 SPDEF 75  SPEED 45 
SQUIRTLE Lv14            HP 44  ATK 48  DEF 65  SPATK 50  SPDEF 64  SPEED 43 
NIDORINA Lv16            HP 70  ATK 62  DEF 67  SPATK 55  SPDEF 55  SPEED 56 
ARBOK Lv16               HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 

Set #23 - MT.MORTAR Grass/Cave (rate=15)
CLOYSTER Lv13            HP 50  ATK 95  DEF 180 SPATK 85  SPDEF 45  SPEED 70 
SLUGMA Lv14              HP 40  ATK 40  DEF 40  SPATK 70  SPDEF 40  SPEED 20 
KRABBY Lv15              HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 
TYROGUE Lv14             HP 35  ATK 35  DEF 35  SPATK 35  SPDEF 35  SPEED 35 
MAROWAK Lv15             HP 60  ATK 80  DEF 110 SPATK 50  SPDEF 80  SPEED 45 
BUTTERFREE Lv15          HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
MEGANIUM Lv15            HP 80  ATK 82  DEF 100 SPATK 83  SPDEF 100 SPEED 80 

Set #24 - MT.MORTAR Grass/Cave (rate=15)
PORYGON Lv31             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
KANGASKHAN Lv32          HP 105 ATK 95  DEF 80  SPATK 40  SPDEF 80  SPEED 90 
SCYTHER Lv31             HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
PARASECT Lv30            HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
GRANBULL Lv28            HP 90  ATK 120 DEF 75  SPATK 60  SPDEF 60  SPEED 45 
CHIKORITA Lv30           HP 45  ATK 49  DEF 65  SPATK 49  SPDEF 65  SPEED 45 
SKIPLOOM Lv30            HP 55  ATK 45  DEF 50  SPATK 45  SPDEF 65  SPEED 80 

Set #25 - MT.MORTAR Grass/Cave (rate=15)
AERODACTYL Lv15          HP 80  ATK 105 DEF 65  SPATK 60  SPDEF 75  SPEED 130
CATERPIE Lv17            HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
ENTEI Lv17               HP 115 ATK 115 DEF 85  SPATK 90  SPDEF 75  SPEED 100
ARBOK Lv16               HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
PARASECT Lv16            HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
TYPHLOSION Lv18          HP 78  ATK 84  DEF 78  SPATK 109 SPDEF 85  SPEED 100
STEELIX Lv18             HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 

Set #26 - ICE PATH Grass/Cave (rate=5)
JUMPLUFF Lv21            HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
EXEGGUTOR Lv22           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
MANTINE Lv22             HP 65  ATK 40  DEF 70  SPATK 80  SPDEF 140 SPEED 70 
JYNX Lv23                HP 65  ATK 50  DEF 35  SPATK 115 SPDEF 95  SPEED 95 
PIKACHU Lv24             HP 35  ATK 55  DEF 30  SPATK 50  SPDEF 40  SPEED 90 
HITMONCHAN Lv22          HP 50  ATK 105 DEF 79  SPATK 35  SPDEF 110 SPEED 76 
VENUSAUR Lv22            HP 80  ATK 82  DEF 83  SPATK 100 SPDEF 100 SPEED 80 

Set #27 - ICE PATH Grass/Cave (rate=5)
LARVITAR Lv22            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
SCYTHER Lv23             HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
NIDORINA Lv23            HP 70  ATK 62  DEF 67  SPATK 55  SPDEF 55  SPEED 56 
MACHAMP Lv24             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
JUMPLUFF Lv25            HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
STANTLER Lv23            HP 73  ATK 95  DEF 62  SPATK 85  SPDEF 65  SPEED 85 
CHINCHOU Lv22            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 

Set #28 - ICE PATH Grass/Cave (rate=5)
TOGETIC Lv23             HP 55  ATK 40  DEF 85  SPATK 80  SPDEF 105 SPEED 40 
ABRA Lv24                HP 25  ATK 20  DEF 15  SPATK 105 SPDEF 55  SPEED 90 
QUILAVA Lv24             HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
CHARMANDER Lv25          HP 39  ATK 52  DEF 43  SPATK 60  SPDEF 50  SPEED 65 
NIDORINO Lv26            HP 61  ATK 72  DEF 57  SPATK 55  SPDEF 55  SPEED 65 
PORYGON Lv22             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
HOUNDOUR Lv24            HP 45  ATK 60  DEF 30  SPATK 80  SPDEF 50  SPEED 65 

Set #29 - ICE PATH Grass/Cave (rate=5)
ABRA Lv23                HP 25  ATK 20  DEF 15  SPATK 105 SPDEF 55  SPEED 90 
NIDOQUEEN Lv24           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
JYNX Lv24                HP 65  ATK 50  DEF 35  SPATK 115 SPDEF 95  SPEED 95 
BAYLEEF Lv25             HP 60  ATK 62  DEF 80  SPATK 63  SPDEF 80  SPEED 60 
